,_id,brewery,name,category,style,updated,abv,description,ibu,srm,upc
702,beer_Blue_Bell_Bitter,Magnolia Pub and Brewery,Blue Bell Bitter,British Ale,Special Bitter or Best Bitter,2010-07-22 20:00:20,5.4,Diacetyl dominated cask bitter.,,,
703,beer_Blue_Dot_Double_India_Pale_Ale,Hair of the Dog Brewing,Blue Dot Double India Pale Ale,North American Ale,Imperial or Double India Pale Ale,2010-07-22 20:00:20,7,,,,
704,beer_Blue_Goat,New Holland Brewing Company,Blue Goat,,,2010-07-22 20:00:20,7.5,"Chestnut in color with a nutty malt profile from its signature Munich malt. A muted hop presence and smooth caramelized body culminate in a clean, dry finish. Excellent choice for hearty meals with dark flavors and sauces. Grilled meats, musty cheeses or pecan pie.",,,
705,beer_Blue_Heron_Pale_Ale,Mendocino Brewing - Hopland,Blue Heron Pale Ale,North American Ale,American-Style Pale Ale,2010-07-22 20:00:20,,,,,
706,beer_Blue_Moon_Abbey_Ale,Coors Brewing - Golden Brewery,Blue Moon Abbey Ale,,,2010-07-22 20:00:20,,,,,
707,beer_Blue_Moon_Belgian_White,Coors Brewing - Golden Brewery,Blue Moon Belgian White,Belgian and French Ale,Belgian-Style White,2010-07-22 20:00:20,5.4,"Blue Moon Belgian White, Belgian-style wheat ale, is a refreshing, medium-bodied, unfiltered Belgian-style wheat ale spiced with fresh coriander and orange peel for a uniquely complex taste and an uncommonly smooth finish.

The name ""Belgian White"" is a reference to the cloudy white, opaque appearance of the beer. ""Belgian White"" also refers to the style of beer, which has been brewed in Belgium for about 300 years. This type of ale is brewed with malt, wheat and oats. It is unfiltered, which allows protein and yeast to remain suspended in the beer and creates the cloudy appearance. This also adds to the smoothness and full body of the beer.

Putting a new twist on the lime ritual, Blue Moon is traditionally served with a slice of orange.  Blue Moon was launched in 1995.",,,
708,beer_Blue_Paddle_Pilsener,New Belgium Brewing,Blue Paddle Pilsener,German Lager,German-Style Pilsener,2010-07-22 20:00:20,4.8,"Climb on in and grab a paddle. Our first foray into lagered beers, Blue Paddle Pilsener-Lager, is a Czech style pilsener with a refreshing crispness from noble hops and a rich, malty finish. âBlue Paddleâ refers to the implement our warehouse managerâs Grandma once used to lovingly paddle his a** when she caught him stealing sips of her beer. With more body than a traditional Belgian pils, Blue Paddle is reflective of Europeâs finest pilseners.",,,
709,beer_Blur_IPA,Seabright Brewery,Blur IPA,North American Ale,American-Style India Pale Ale,2010-07-22 20:00:20,,,,,
710,beer_Bob's_'47_Oktoberfest,Boulevard Brewing Company,Bob's '47 Oktoberfest,German Lager,German-Style Oktoberfest,2010-07-22 20:00:20,5.8,"Boulevardâs fall seasonal beer, Bobâs â47 Oktoberfest is a medium-bodied, dark amber brew with a malty flavor and well-balanced hop character. With this Munich-style lager we solute our friend Bob Werkowitch, Master Brewer and 1947 graduate of the U.S. Brewerâs Academy. Available from September through October in bottles and on draught.",,,
711,beer_Bobby,Odell Brewing,Bobby,,,2010-07-22 20:00:20,,,,,
712,beer_Bock,Gordon Biersch Brewing,Bock,German Lager,Traditional German-Style Bock,2010-07-22 20:00:20,,,,,
713,beer_Bockbier,Flatlander's Restaurant & Brewery,Bockbier,German Lager,Traditional German-Style Bock,2010-07-22 20:00:20,,,,,
714,beer_Bock_Beer,Aass Brewery,Bock Beer,German Lager,Traditional German-Style Bock,2010-07-22 20:00:20,5.9,"The Aass Bock is a dark ""lager"" also produced in accordance with the ""Purity law"". 

The malted barely is produced in the Scandinavian countries. It is a combination of bayer-, color- and caramel malt. 

We use the very best of hops from the Hallertau area in Germany, and the water is pure Norwegian mountain water. 

The Aass Bock is largered at cool temperatures, and it is allowed to mature for as long as 6 months before bottling. 

The beer is sold in a caracteristic nice-looking green bottle containing 11.2 fl. oz or 330 ml.",,,
715,beer_Bock_Dark,Murphy's Wagon Wheel,Bock Dark,German Lager,Traditional German-Style Bock,2010-07-22 20:00:20,,,,,
716,beer_Bodacious_Black_and_Tan,Hoppin Frog Brewery,Bodacious Black and Tan,,,2010-07-22 20:00:20,7.8,"I.P.A. and Stout converge for a really great flavor combination! The assertive, hoppy character of our Hoppinâ To Heaven I.P.A. is perfectly complimented by the intense, deep roasted taste of our B.O.R.I.S. Oatmeal-Imperial Stout.",,,
717,beer_Bohemian_Blonde,Manayunk Brewery and Restaurant,Bohemian Blonde,German Lager,German-Style Pilsener,2010-07-22 20:00:20,4.7,"Our lightest beer â pale blonde in color with a crisp, softly sweet malt flavor, smooth finish and very subtle bitterness. Went to the final judging table at the GABF alongwith the Mega Breweries last year!",,,
718,beer_Bohemian_Dock_Street_Pilsner,Dock Street Beer,Bohemian Dock Street Pilsner,German Lager,German-Style Pilsener,2010-07-22 20:00:20,4.8,"Bohemian Dock Street Pilsner is brewed in the style of the original Pilsner beers of Bohemia, in what is now the Czech Republic, in a tradition that dates to 1842. We use costly Bohemian Saaz hops and pale imported malts to produce its rich golden color, and soft malty flavor using traditional techniques of the old world. True Pilsners are the most difficult to brew as there are no dark malts or flavorings used to mask flaws. Pilsner is the best known style of beer in the world. A good pilsner balances hops and malts to a refreshing, clean tasting, every-mood kind of beer. The Bohemian can stand alone or join a party easily.",,,
719,beer_Bohemian_Pilsner,Pete's Brewing,Bohemian Pilsner,,,2010-07-22 20:00:20,,,,,
720,beer_Bohemia_ClÃ¡sica,Cervecera Cuauhtmoc-Moctezuma,Bohemia ClÃ¡sica,North American Lager,American-Style Lager,2010-07-22 20:00:20,,,,,
721,beer_Bokrijks_Kruikenbier,Brouwerij Sterkens,Bokrijks Kruikenbier,,,2010-07-22 20:00:20,,,,,
722,beer_Boltwood_Bock,Amherst Brewing Company,Boltwood Bock,German Lager,Traditional German-Style Bock,2010-07-22 20:00:20,5.7,"Light in color, full bodied and very malty, this lager has a toasted malt flavor. Brewed in February and usually on tap by May with a keg of the previous year's batch.",,,
723,beer_Bombardier_Brown,Rocky River Brewing,Bombardier Brown,North American Ale,American-Style Brown Ale,2010-07-22 20:00:20,,,,,
724,beer_Bombardier_Premium_Ale,Charles Wells Ltd.,Bombardier Premium Ale,,,2010-07-22 20:00:20,5.2,,,,
725,beer_Bombay_by_Boat_IPA,Moonlight Brewing,Bombay by Boat IPA,North American Ale,American-Style India Pale Ale,2010-07-22 20:00:20,,,,,
726,beer_Bombay_Pale_Ale,Southend Brewery and Smokehouse - Charleston,Bombay Pale Ale,North American Ale,American-Style Pale Ale,2010-07-22 20:00:20,,,,,
727,beer_Bombshell_Barleywine,Port Brewing Company,Bombshell Barleywine,,,2010-07-22 20:00:20,9.8,,,,
728,beer_Bonaventure_Pale_Ale,Bonaventure Brewing Co,Bonaventure Pale Ale,North American Ale,American-Style Pale Ale,2010-07-22 20:00:20,5.5,Light amber color and a mild malty background. Well-hopped featuring Cascade hops with a distinct floral finish.,,,
729,beer_Bond_Street_19th_Anniversary,Deschutes Brewery,Bond Street 19th Anniversary,,,2010-07-22 20:00:20,8.7,,,,
730,beer_Boomers_Red_Ale,Central City Brewing Company,Boomers Red Ale,,,2010-07-22 20:00:20,,,,,
731,beer_Boont_Amber_Ale,Anderson Valley Brewing,Boont Amber Ale,North American Ale,American-Style Amber/Red Ale,2010-07-22 20:00:20,5.8,,,,
732,beer_Bootlegger_Blonde_Ale,Pizzeria Uno Chicago Grill & Brewery,Bootlegger Blonde Ale,,,2010-07-22 20:00:20,,,,,
733,beer_Border_Gold_Oranic_Ale,Broughton Ales,Border Gold Oranic Ale,North American Ale,Golden or Blonde Ale,2010-07-22 20:00:20,6,"According to legend, gold panned from the crystal clear Border streams of the Yarrow valley, nearby the site of the Broughton Ales brewery, was used to make the third wedding ring of Mary Queen of Scots.
 
This golden coloured ale is brewed with a skilful blend of organically grown hops and malt, and pure Scottish water to the exacting standards required by Soil Association Certification Ltd. of the United Kingdom.

The end result is a light golden coloured, clean tasting beer with an excellent hop aroma and aftertaste.

At 6.0% ABV a premium ale for those who know and care about what they eat and drink.

Border Gold has won several awards, the most recent being a bronze medal in the International Brewing Awards in Munich 2005.",,,
734,beer_Bornem_Double,Brouwerij Van Steenberge,Bornem Double,Belgian and French Ale,Other Belgian-Style Ales,2010-07-22 20:00:20,8,,,,
735,beer_Bornem_Triple,Brouwerij Van Steenberge,Bornem Triple,Belgian and French Ale,Other Belgian-Style Ales,2010-07-22 20:00:20,9,,,,
736,beer_Borsodi,Borsodi SÃ¶rgyÃ¡r,Borsodi,German Lager,German-Style Pilsener,2010-07-22 20:00:20,5,,,,
737,beer_Boss_Hog_Double_IPA,Lancaster Brewing Co.,Boss Hog Double IPA,North American Ale,Imperial or Double India Pale Ale,2010-07-22 20:00:20,10.1,,,,
738,beer_Boston_Red,Boston Beer Works,Boston Red,North American Ale,American-Style Amber/Red Ale,2010-07-22 20:00:20,,,,,
739,beer_Bos_Keun,Brouwerij De Dolle Brouwers,Bos Keun,Belgian and French Ale,Belgian-Style Pale Strong Ale,2010-07-22 20:00:20,8.9,,,,
740,beer_Bottleworks_IPA,Dick's Brewing,Bottleworks IPA,North American Ale,American-Style India Pale Ale,2010-07-22 20:00:20,8.5,,,,
741,beer_Bottle_Conditioned_Porter,BridgePort Brewing,Bottle Conditioned Porter,Irish Ale,Porter,2010-07-22 20:00:20,5.5,,,,
742,beer_Bottle_Rocket_IPA,Portsmouth Brewery,Bottle Rocket IPA,North American Ale,American-Style India Pale Ale,2010-07-22 20:00:20,6.5,"An explosion of hops dominate this deep golden ale. Brewed with four varieties of hops & dry hopped with three other hops, the flavor is powerful. Not a harsh bitterness, but a full hop flavor.",,,
743,beer_Bottom_Up_Wit,Revolution Brewing LLC,Bottom Up Wit,Belgian and French Ale,Belgian-Style White,2010-07-22 20:00:20,,"Light, refreshing belgian-style wheat beer spiced with coriander and orange peel",,,
744,beer_Boulder_Creek_Pale_Ale,Rock Bottom Restaurant & Brewery - San Jose,Boulder Creek Pale Ale,North American Ale,American-Style Pale Ale,2010-07-22 20:00:20,,,,,
745,beer_Bouldevard_ZÅN,Boulevard Brewing Company,Bouldevard ZÅN,Belgian and French Ale,Belgian-Style White,2010-07-22 20:00:20,4.4,"Boulevardâs summer seasonal is our interpretation of a classic Belgian witbier. ZÅN (Flemish for âsunâ) combines the subtle flavors of coriander and orange peel with other traditional ingredients to create a delightful, refreshing summertime brew. Available from May through August, in bottles and draught.",,,
746,beer_Boulevard_Dry_Stout,Boulevard Brewing Company,Boulevard Dry Stout,North American Ale,American-Style Stout,2010-07-22 20:00:20,4.9,"Velvety black and perfectly opaque, our bottled Dry Stout is the somewhat livelier companion to our popular draught version of this enduring style. This surprisingly smooth, drinkable beer is a delightful harmony of smoky roasted flavors and tangy, coffee-like notes.",,,
747,beer_Boulevard_Irish_Ale,Boulevard Brewing Company,Boulevard Irish Ale,Irish Ale,Irish-Style Red Ale,2010-07-22 20:00:20,5.8,"Irish Ale, Boulevardâs spring seasonal beer, is our Midwestern tribute to the legendary red ales of old Ireland. Our recipe combines six kinds of pale and roasted barley malts to provide a rich, toasty flavor and tawny reddish hue.",,,
748,beer_Boulevard_Maibock,Boulevard Brewing Company,Boulevard Maibock,German Lager,German-Style Heller Bock/Maibock,2010-07-22 20:00:20,5.95,"First introduced in 2008, Boulevard Maibock is a new, limited-release seasonal brew. A welcome sign of Spring, this beer is a traditional German lager, lighter in color than other bocks. Boulevardâs Maibock is a distinctive, refreshing take on this springtime classic.",,,
749,beer_Boulevard_Pale_Ale,Boulevard Brewing Company,Boulevard Pale Ale,North American Ale,American-Style Pale Ale,2010-07-22 20:00:20,5.4,"Boulevard Pale Ale is a smooth, fruity, well-balanced beer with year-round appeal. A variety of caramel malts impart a rich flavor and amber color, while liberal use of whole hops adds zest and aroma. Pale Ale is the first beer we brewed, and continues to be a perennial favorite.",,,
750,beer_Boulevard_Unfiltered_Wheat,Boulevard Brewing Company,Boulevard Unfiltered Wheat,Other Style,Light American Wheat Ale or Lager,2010-07-22 20:00:20,4.5,"Boulevard Unfiltered Wheat Beer is a lively, refreshing ale with a naturally citrusy flavor and distinctive cloudy appearance. This easy-drinking American-style wheat beer has become our most popular offering, and the best-selling craft beer in the Midwest.",,,
751,beer_Bourbon_Barleywine,Great Dane Pub and Brewing #1,Bourbon Barleywine,,,2010-07-22 20:00:20,,,,,
752,beer_Bourbon_Barrel_Aged_Cousin_Jax,The Livery,Bourbon Barrel Aged Cousin Jax,North American Ale,Imperial or Double India Pale Ale,2010-07-22 20:00:20,,"Way up in the Keewenaw Peninsula in Michigans UP, Mt. Bohemia ski area has a powder run hidden at the top called ""Cousin Jack"" (named after the Cornish miners)that winds its' way steeply through the rocks and trees. AAAHHH WINTER!!! Double the Belgian Malt, double the Amarillo hops-a perfect way to end any day. Everyones' favorite cousin!",,,
753,beer_Bourbon_Barrel_Aged_Winter_Warmer,Rahr & Sons Brewing Company,Bourbon Barrel Aged Winter Warmer,Other Style,Winter Warmer,2010-07-22 20:00:20,9.5,This is a special edition of Rahr's Winter Warmer. This fine English ale has been aged in freshly emptied Kentucky oak whisky barrels. The barrel aging has given this already big ale a beautiful whiskey nose along with notes of vanilla and oak. A perfect ale for sipping around a winter fire.,,,
754,beer_Bourbon_Barrel_Porter,Oregon Trail Brewery,Bourbon Barrel Porter,,,2010-07-22 20:00:20,9.1,,,,
755,beer_Bourbon_Barrel_Scotch_Ale,Twin Ports Brewing,Bourbon Barrel Scotch Ale,,,2010-07-22 20:00:20,7.5,,,,
756,beer_Bourbon_Barrel_Smoked_Porter,"BBC Brewing Co., LLC",Bourbon Barrel Smoked Porter,Irish Ale,Porter,2010-07-22 20:00:20,,"Think of Guinness but with a ""smooth bite"" to it. This is a wonder beer for those of us who enjoy a porter.",,,
757,beer_Bourbon_Barrel_Stout,Issaquah Brewhouse,Bourbon Barrel Stout,,,2010-07-22 20:00:20,,,,,
758,beer_Bourbon_County_Brand_Coffee_Stout,Goose Island Beer Company - Clybourn,Bourbon County Brand Coffee Stout,North American Ale,American-Style Imperial Stout,2010-07-22 20:00:20,13,Everyday Goose Island smells the wonderful coffee roasting next to our brewery at Chicago's Intelligentsia Coffee and Tea. They put the same passion and skill into their coffee as Goose Island does with its beer. This excellent stout is made with Black Cat Espresso beans from our friends next door. You'll like the combination.,,,
759,beer_Bourbon_County_Stout,Goose Island Beer Company - Clybourn,Bourbon County Stout,North American Ale,American-Style Imperial Stout,2010-07-22 20:00:20,13,"Brewed in honor of the 1000th batch at our original Clybourn brewpub. A liquid as dark and dense as a black hole with thick foam the color of a bourbon barrel. The nose is an intense mix of charred oak, chocolate, vanilla, caramel and smoke. One sip has more flavor than your average case of beer. A great cigar beer.",,,
760,beer_Bourbon_County_Stout_2007,Goose Island Beer Company - Fulton Street,Bourbon County Stout 2007,,,2010-07-22 20:00:20,13,,,,
761,beer_Bourbon_Imperial_Stout,Aksarben Brewing (BOP),Bourbon Imperial Stout,,,2010-07-22 20:00:20,,,,,
762,beer_Bourbon_Street_Stout,Bootleggers Steakhouse and Brewery,Bourbon Street Stout,North American Ale,American-Style Stout,2010-07-22 20:00:20,,,,,
763,beer_Bovine_Belgian_Winter_Ale,Little Apple Brewing,Bovine Belgian Winter Ale,,,2010-07-22 20:00:20,,,,,
764,beer_Bower_City_Pale_Ale,Gray Brewing,Bower City Pale Ale,North American Ale,American-Style Pale Ale,2010-07-22 20:00:20,,,,,
765,beer_Boxcar_Brown_Ale,Titletown Brewing,Boxcar Brown Ale,North American Ale,American-Style Brown Ale,2010-07-22 20:00:20,,,,,
766,beer_Boys_of_Summer_Wheat,Jack's Brewing,Boys of Summer Wheat,North American Lager,American-Style Lager,2010-07-22 20:00:20,3.5,,,,
767,beer_Braggot,Magic Hat,Braggot,,,2010-07-22 20:00:20,6,"An Ale Brewed with Honey
Our inaugural Epic Elixir, Braggot is a most remarkable honey ale, made with specialty malts & wildflower honey from Vermont's Champlain Valley. The honey adds smoothness with subtle hints of chamomile.

Braggot is an ale of shining perfection that simply must be experienced to be understood. But hurry ... for Braggot, as with each entry in our Humdinger series, vanishes almost as soon as it arrives.  Get a bottle of Braggot today and come to know a new 'Ale of Legend'. 

Wild Flower Honey, primarily Red Clover and Alfalfa from Champlain Valley Apiaries in Middlebury, Vermont. This represents 50% of the total fermentable sugars.

Chamomile: Whole Chamomile flowers steeped in hot wort.",,,
768,beer_Brain_Damage,Golden City Brewery,Brain Damage,British Ale,Old Ale,2010-07-22 20:00:20,,,,,
769,beer_Brandenburg_Gate_MÃ¤rzen,Coastal Fog Brewing,Brandenburg Gate MÃ¤rzen,German Lager,German-Style Oktoberfest,2010-07-22 20:00:20,,,,,
770,beer_Brandywine_Valley_Lager,Victory Brewing,Brandywine Valley Lager,,,2010-07-22 20:00:20,,,,,
771,beer_Brasserie_de_Brunehaut_Bio_BiÃ¨re_AmbrÃ©e_(Organic),Brasserie de Brunehaut,Brasserie de Brunehaut Bio BiÃ¨re AmbrÃ©e (Organic),North American Ale,American-Style Amber/Red Ale,2010-07-22 20:00:20,6.5,"Amber copper color with a beige head.
Caramel malt aromas reminiscent of vanilla, along with toffee, butterscotch and ripe fruits. Top-fermented and bottle-conditioned, this is a clean, refreshing regional 'artisan' beer.
Hazy amber to brown coloured beer, with a fluffy off-white head. Nice aroma of spices, yeast and oak.  The alcohol subtle. Flavour is moderately spicy and slightly fruity, with balanced hops. 
This beer is certified organic.",,,
772,beer_Brasserie_de_Brunehaut_Bio_BiÃ¨re_Blanche_(Organic),Brasserie de Brunehaut,Brasserie de Brunehaut Bio BiÃ¨re Blanche (Organic),Belgian and French Ale,Belgian-Style White,2010-07-22 20:00:20,5,"A classic Belgian 'white beer' from the Hainaut region in the southwest Belgium, near the French border. Top-fermented and bottle-conditioned, this is a clean, refreshing regional 'artisan' beer.
Presents a light hazy yellow colour with citrus and coriander aromas and fairly subtle malt and hops on the palate. The finish is dry and satisfying. Hazy yellow golden colour. Lemon custard, lime zest, and delicate spice melange aromas. Well-balanced, a frothy entry leads to a dryish medium body of nuts, baked oranges, and slightly phenolic mineral flavors. Finishes with a metallic ore dust, salt, and dried lemon fade. This beer is certified as organic.",,,
773,beer_Brasserie_De_Brunehaut_Bio_BiÃ¨re_Blonde_(Organic),Brasserie de Brunehaut,Brasserie De Brunehaut Bio BiÃ¨re Blonde (Organic),Belgian and French Ale,Other Belgian-Style Ales,2010-07-22 20:00:20,6.5,"A classic Belgian blonde ale from the Hainaut region in the southwest Belgium, near the French border. Top-fermented and bottle-conditioned, this is a clean, refreshing regional 'artisan' beer.
This organic blonde ale presents a nice yeasty nose, long-lasting head and a spicy, earthy note on the palate.",,,
774,beer_Braunbier,Klosterbru Bamberg,Braunbier,German Lager,German-Style Oktoberfest,2010-07-22 20:00:20,5.7,,,,
775,beer_Brau_Light,Brauhaus Brew Hall,Brau Light,North American Lager,American-Style Lager,2010-07-22 20:00:20,,,,,
776,beer_Bravo,Weyerbacher Brewing Company,Bravo,Other Style,Light American Wheat Ale or Lager,2010-07-22 20:00:20,6.5,"As for Bravo, according to Head Brewer, Chris Wilson, the base of the beer comes from pale, wheat, and crystal malts and features some roasted barley while Pilgrim and Hallertauer make up the light hop profile.",,,
777,beer_Bravoure,de dochter van de korenaar,Bravoure,,,2010-07-22 20:00:20,7,copper -coloured complex tasting ale with a soft smokey taste combined with some caramel-malt to give it a long lasting chocolate-like aftertaste,,,
778,beer_BrÃ¤u-Weisse,Brauerei Aying Franz Inselkammer KG,BrÃ¤u-Weisse,German Ale,South German-Style Hefeweizen,2010-07-22 20:00:20,,,,,
779,beer_BrÃ¤ustatt_Gold,Simmerberg Brusttt und Taferne,BrÃ¤ustatt Gold,,,2010-07-22 20:00:20,,,,,
780,beer_BrÃ¤ustatt_Pils,Simmerberg Brusttt und Taferne,BrÃ¤ustatt Pils,,,2010-07-22 20:00:20,,,,,
781,beer_Breakup_Bock,Alaskan Brewing,Breakup Bock,German Lager,Traditional German-Style Bock,2010-07-22 20:00:20,7,,,,
782,beer_Breath_of_the_Dragon_English_Bitter,Dragonmead Microbrewery,Breath of the Dragon English Bitter,British Ale,Classic English-Style Pale Ale,2010-07-22 20:00:20,4.5,"This fine English style Best Bitter is made with Imported English Pale Ale, Aromatic and Caramel malts. Galena and Willamette Hops add a moderate bittering level to make this a refreshing example of an English Bitter.",,,
783,beer_Brewhouse_Blonde,BJ's Restaurant and Brewery,Brewhouse Blonde,,,2010-07-22 20:00:20,4.7,,,,
784,beer_Brewhouse_Coffee_Stout,Central Waters Brewing Company,Brewhouse Coffee Stout,,,2010-07-22 20:00:20,,"A coffee lover's delight! A wonderful stout infused with coffee that is specially roasted for us by Emy J's (www.emyjs.com) in Stevens Point, WI.",,,
785,beer_Brewhouse_Lager,Sacramento Brewing Company,Brewhouse Lager,North American Lager,American-Style Lager,2010-07-22 20:00:20,4.5,A light all malt lager with delicate hop finish.,,,
786,beer_Brewtality_Espresso_Black_Bier,Midnight Sun Brewing Co.,Brewtality Espresso Black Bier,,,2010-07-22 20:00:20,9.7,"Assistant Brewer Jeremiah works  primarily at Midnight Sun Brewing Company with regular hours at the AK Rock Gym and the occasional shift or two Kaladi Brothers Coffee. To keep up with his weekly work schedule, he enjoys locally roasted coffee in the morning--OK, sometimes in the afternoon as well--and locally brewed beer in the evening-- OK, sometimes in the morning as well. This beer brings two of his worlds together as an incredible antidote for hibernation.",,,
787,beer_Brew_Ribbon,Seabright Brewery,Brew Ribbon,North American Lager,American-Style Lager,2010-07-22 20:00:20,,,,,
788,beer_Breznak_Dunkles/Dark,Breznak,Breznak Dunkles/Dark,North American Ale,Dark American-Belgo-Style Ale,2010-07-22 20:00:20,3.7,Very good dark beer. Not as heavy as stout.,,,
789,beer_Bridal_Ale_2005,Pelican Pub & Brewery,Bridal Ale 2005,,,2010-07-22 20:00:20,,,,,
790,beer_Bridgeport_India_Pale_Ale,BridgePort Brewing,Bridgeport India Pale Ale,North American Ale,American-Style India Pale Ale,2010-07-22 20:00:20,5.5,"Our award-winning IPA sparkles with effervescence, the result of natural-conditioning, a process where the beer is double-fermented in each bottle, keg or cask. Brewed with a blend of five hop varieties, BridgePort IPA presents a floral, citrusy aroma and full hop flavor, while downplaying the bitterness.  The beer pours smooth in the glass, emitting its signature golden glow.",,,
791,beer_Bridge_Out_Stout,Titletown Brewing,Bridge Out Stout,North American Ale,American-Style Stout,2010-07-22 20:00:20,,,,,
792,beer_Brigand,Brouwerij Van Honsebrouck,Brigand,,,2010-07-22 20:00:20,9,,,,
793,beer_Brigantine_Smoked_Porter,South County Brewing Co.,Brigantine Smoked Porter,Irish Ale,Porter,2010-07-22 20:00:20,8.54,"Our Brigantine Smoked Porter, much like the high seas, can be a wild ride. This beer is dark brown and full bodied with roasted tones and a hint of chocolate. As if that weren't enough it finishes with a smoked flavor that seems right at home during cooler months here in Southern York County.",,,
794,beer_Bright_Spot_Golden_Ale,Minneapolis Town Hall Brewery,Bright Spot Golden Ale,North American Ale,Golden or Blonde Ale,2010-07-22 20:00:20,4.5,"This American-style golden ale is our lightest, in both color and flavor. Bright Spot is brewed with locally malted 2-row barley and the finest American, Czech and German hops lending a well-balanced, refreshing taste. A compliment to nearly any of our menu choices.",,,
795,beer_Brilliant_Barstool,Manayunk Brewery and Restaurant,Brilliant Barstool,British Ale,Classic English-Style Pale Ale,2010-07-22 20:00:20,5.1,"A true English session ale brewed in the pale ale style using ye olde techniques of yesteryear. Specially crafted to inspire you and your thirstiest mates barstool conversations. Light copper in colour. This pint is quite malty with just enough East Kent hops for a nice, earthy hoppiness. Naturally cask conditioned, this may be served a little cold for a true Brit but is a 
complimentary double nod to one of the 1st beer styles. Cheers mate!",,,
796,beer_British_Nut_Brown,Harvest Moon Brewery / Cafe,British Nut Brown,North American Ale,American-Style Brown Ale,2010-07-22 20:00:20,,,,,
797,beer_Broadside_Ale,Adnams & Co.,Broadside Ale,British Ale,Extra Special Bitter,2010-07-22 20:00:20,6.3,"Rich fruitcake aromas â almonds, zest and conserved fruit. A wonderful balance of malt and hop flavours. A beer to savour and rich in flavour.",,,
798,beer_Broad_Axe_Stout,Granite City Food & Brewery - Omaha,Broad Axe Stout,North American Ale,American-Style Stout,2010-07-22 20:00:20,5,,,,
799,beer_Broad_Ax_Stout,Granite City Food & Brewery - Saint Cloud,Broad Ax Stout,North American Ale,American-Style Stout,2010-07-22 20:00:20,,,,,
800,beer_Broad_Street_Barleywine,Appalachian Brewing Company,Broad Street Barleywine,North American Ale,American-Style Barley Wine Ale,2010-07-22 20:00:20,8.7,"Our Barley Wine is dark red in color and has an original gravity of 1.120 (24 Plato). The malt complexity of this classic ale style is incredible.

The Broad Street Market is located just blocks from the Appalachian Brewing Company. This indoor farmers market was built in 1863 and is one of the oldest continuously operating farmers markets in the United States. The beautiful brick faÃ§ade and natural wood doors are typical of the structures in Downtown Harrisburg; including our own building.",,,
801,beer_Brocken_Top_Bock,Deschutes Brewery,Brocken Top Bock,German Lager,Traditional German-Style Bock,2010-07-22 20:00:20,6,"Broken Top Bock is a malt forward, high gravity lager with a subtle aroma and warming sweetness.  Czech Saaz hops balance a diverse malt composition that creates the flavor, color and mouth feel.  The lager yeast chosen for this beer plays an important role in the flavor contribution, adding sweet fruit overtones.  This bock boasts a clever 7% alcohol by volume so donât let it âkickâ you off of your stool.",,,
802,beer_Brockton_Black_Lager,Granville Island Brewing,Brockton Black Lager,German Lager,German-Style Schwarzbier,2010-07-22 20:00:20,6.5,,,,
803,beer_Brogen_Meadow_Pale_Ale,Krogh's Restaurant and Brewpub,Brogen Meadow Pale Ale,North American Ale,American-Style Pale Ale,2010-07-22 20:00:20,,,,,
804,beer_Broken_Halo_IPA,Widmer Brothers Brewing,Broken Halo IPA,North American Ale,American-Style India Pale Ale,2010-07-22 20:00:20,6,"""Broken Halo IPA is a beer produced in the spirit of traditional IPA products shipped from the UK to India in the late 1800s. The almost excessive amounts of Cascade and Columbus hops used in Broken Halo give it notable citrus and grapefruit aromas and flavors. The beer bitterness measures high but tastes smooth due to the full-bodied, Caramel malt sweetness. The finish is juicy, clean, and short lived. A devilishly bold, heavenly smooth India Pale Ale.""
-Widmer Brothers Brewing Company",,,
805,beer_Broken_Keg_Ice_Bock,Port Brewing Company,Broken Keg Ice Bock,German Lager,Traditional German-Style Bock,2010-07-22 20:00:20,15,,,,
806,beer_Broken_Paddle,Dragonmead Microbrewery,Broken Paddle,North American Ale,American-Style India Pale Ale,2010-07-22 20:00:20,6,"If you like your beer on the bitter side then this one's for you. This American Style IPA uses Pale Ale, Munich, and Caramunich malt blest with Cascade, Chinook, Willamette and Centennial (dry hopped) hops to create a brew that is fit for the crazy American hop addicts.",,,
807,beer_Broken_Spoke,The Alchemist,Broken Spoke,North American Ale,American-Style Pale Ale,2010-07-22 20:00:20,5,An American pale ale made entirely with amarillo hops.,,,
808,beer_Broke_Spoke_Pilsner,Lakefront Brewery,Broke Spoke Pilsner,,,2010-07-22 20:00:20,,,,,
809,beer_Bronze_Griffin,Dragonmead Microbrewery,Bronze Griffin,Belgian and French Ale,Other Belgian-Style Ales,2010-07-22 20:00:20,6.8,Sweet Orange Blossom Honey is combined with Belgian two-row malted barley and Munich malt to create another Belgian classic. Tetternger and E. Kent Goldings hops are added to round out the finish of this beer. The aroma of the honey remains without the sugary sweetness.,,,
810,beer_Broodoo,Three Floyds Brewing,Broodoo,North American Ale,American-Style India Pale Ale,2010-07-22 20:00:20,5.5,,,,
811,beer_Brookie_Brown_Ale,Elk Creek Cafe and Aleworks,Brookie Brown Ale,North American Ale,American-Style Brown Ale,2010-07-22 20:00:20,,"Proof that all dark beers, like trout, are not created equal. Chocolate and caramel malt flavors are at the heart of this very accessible and drinkable brown ale.",,,
